"Country Code","Year","Population"
"TCD","1974",3999512
"TEA","1974",1214467266
"TEC","1974",366468511
"TGO","1974",2356622
"THA","1974",41259536
"TJK","1974",3296095
"TKM","1974",2457382
"TLA","1974",303970215
"TLS","1974",664223
"TMN","1974",141837810
"TON","1974",87609
"TSA","1974",781140577
"TSS","1974",325972033
"TTO","1974",997053
"TUN","1974",5526764
"TUR","1974",38370241
"TUV","1974",7616
"TZA","1974",15477294
"UGA","1974",10533716
"UKR","1974",48455122
"UMC","1974",1573603461
"URY","1974",2824069
"USA","1974",213854000
"UZB","1974",13525094
"VCT","1974",94568
"VEN","1974",12994025
"VGB","1974",10379
"VIR","1974",89941
"VNM","1974",47661773
"VUT","1974",96796
"WLD","1974",3992871281
"WSM","1974",150221
"XKX","1974",1339000
"YEM","1974",6661566
"ZAF","1974",25519604
"ZMB","1974",4794754
"ZWE","1974",5920943
"ABW","1975",60657
"AFG","1975",12590286
"AGO","1975",7682479
"ALB","1975",2404831
"AND","1975",30705
"ARB","1975",140843298
"ARE","1975",554324
"ARG","1975",26066975
"ARM","1975",2832757
"ASM","1975",29932
"ATG","1975",71609
"AUS","1975",13893000
"AUT","1975",7578903
"AZE","1975",5674137
"BDI","1975",3671494
"BEL","1975",9800700
"BEN","1975",3265165
"BFA","1975",6154545
"BGD","1975",71305923
"BGR","1975",8720742
"BHR","1975",266543
"BHS","1975",188882
"BIH","1975",3985103
"BLR","1975",9367000
"BLZ","1975",133260
"BMU","1975",53000
"BOL","1975",5009257
"BRA","1975",107612100
"BRB","1975",246034
"BRN","1975",161671
"BTN","1975",349982
"BWA","1975",825840
"CAF","1975",2017372
"CAN","1975",23209000
"CEB","1975",102862489
"CHE","1975",6338632
"CHI","1975",126415
"CHL","1975",10435534
"CHN","1975",916395000
"CIV","1975",6608609
"CMR","1975",7457362
"COD","1975",22902319
"COG","1975",1590039
"COL","1975",24756973
"COM","1975",257290
"CPV","1975",272423
"CRI","1975",2097407
"CSS","1975",5201705
"CUB","1975",9438442
"CUW","1975",149129
"CYM","1975",12244
"CYP","1975",649755
"CZE","1975",10058620
"DEU","1975",78673554
"DJI","1975",224183
"DMA","1975",72094
"DNK","1975",5059862
"DOM","1975",5149935
"DZA","1975",16709099
"EAP","1975",1254532837
"EAR","1975",1410093757
"EAS","1975",1442241327
"ECA","1975",336330171
"ECS","1975",767332578
"ECU","1975",6987391
"EGY","1975",39187702
"EMU","1975",296244715
"ERI","1975",2075965
"ESP","1975",35757900
"EST","1975",1429352
"ETH","1975",32566821
"EUU","1975",454865483
"FCS","1975",178166730
"FIN","1975",4711440
"FJI","1975",576595
"FRA","1975",54252574
"FRO","1975",41407
"FSM","1975",63144
"GAB","1975",649716
"GBR","1975",56225800
"GEO","1975",4311200
"GHA","1975",9831407
"GIB","1975",29578
"GIN","1975",4364514
"GMB","1975",521070
"GNB","1975",778470
"GNQ","1975",259747
"GRC","1975",9046541
"GRD","1975",92448
"GRL","1975",49600
"GTM","1975",6433728
"GUM","1975",93352
"GUY","1975",745841
"HIC","1975",890247204
"HKG","1975",4461600
"HND","1975",3153261
"HPC","1975",237979218
"HRV","1975",4514000
"HTI","1975",5140357
"HUN","1975",10540525
"IBD","1975",2640675905
"IBT","1975",3200230102
"IDA","1975",559554197
"IDB","1975",181619647
"IDN","1975",130724115
"IDX","1975",377934550
"IMN","1975",59478
"IND","1975",621301720
"INX","1975",NA
"IRL","1975",3189550
"IRN","1975",32730554
"IRQ","1975",11684589
"ISL","1975",217979
"ISR","1975",3455000
"ITA","1975",55441001
"JAM","1975",2027737
"JOR","1975",2062918
"JPN","1975",111940000
"KAZ","1975",13756789
"KEN","1975",13486629
"KGZ","1975",3292400
"KHM","1975",7522593
"KIR","1975",55169
"KNA","1975",44276
"KOR","1975",35280725
"KWT","1975",1024940
"LAC","1975",306429011
"LAO","1975",3051577
"LBN","1975",2575690
"LBR","1975",1625013
"LBY","1975",2645139
"LCA","1975",109769
"LCN","1975",324590837
"LDC","1975",347093126
"LIC","1975",222101799
"LIE","1975",23432
"LKA","1975",13755161
"LMC","1975",1352407131
"LMY","1975",3177493366
"LSO","1975",1150635
"LTE","1975",1484121802
"LTU","1975",3301652
"LUX","1975",358950
"LVA","1975",2456130
"MAC","1975",241628
"MAF","1975",6291
"MAR","1975",17803698
"MCO","1975",25197
"MDA","1975",3251000
"MDG","1975",7556026
"MDV","1975",136519
"MEA","1975",159722643
"MEX","1975",60872399
"MHL","1975",25576
"MIC","1975",2955391567
"MKD","1975",1803010
"MLI","1975",6482278
"MLT","1975",304222
"MMR","1975",29721967
"MNA","1975",145642454
"MNE","1975",546487
"MNG","1975",1479651
"MNP","1975",15117
"MOZ","1975",10344494
"MRT","1975",1328686
"MUS","1975",892000
"MWI","1975",5292808
"MYS","1975",12162369
"NAC","1975",239235000
"NAM","1975",904839
"NCL","1975",132500
"NER","1975",5184811
"NGA","1975",63373572
"NIC","1975",2796746
"NLD","1975",13666335
"NOR","1975",4007313
"NPL","1975",13325814
"NRU","1975",7070
"NZL","1975",3083100
"OED","1975",944064422
"OMN","1975",882044
"OSS","1975",12306778
"PAK","1975",66787901
"PAN","1975",1745205
"PER","1975",15229947
"PHL","1975",41295124
"PLW","1975",12278
"PNG","1975",2878156
"POL","1975",34015199
"PRE","1975",275565267
"PRI","1975",2994000
"PRK","1975",16274740
"PRT","1975",9093470
"PRY","1975",2790962
"PSE","1975",NA
"PSS","1975",1280561
"PST","1975",879650582
"PYF","1975",130619
"QAT","1975",164413
"ROU","1975",21293583
"RUS","1975",134200000
"RWA","1975",4359092
"SAS","1975",799553306
"SAU","1975",7428703
"SDN","1975",12144135
"SEN","1975",4936209
"SGP","1975",2262600
"SLB","1975",193445
"SLE","1975",2993876
"SLV","1975",4147525
"SMR","1975",19735
"SOM","1975",3880320
"SRB","1975",NA
"SSA","1975",335005587
"SSD","1975",4119438
"SSF","1975",335064879
"SST","1975",18789044
"STP","1975",82607
"SUR","1975",362654
"SVK","1975",4739105
"SVN","1975",1793581
"SWE","1975",8192437
"SWZ","1975",517024
"SXM","1975",NA
"SYC","1975",59292
"SYR","1975",7535714
"TCA","1975",6548
"TCD","1975",4087948
"TEA","1975",1238240443
"TEC","1975",370345370
"TGO","1975",2410446
"THA","1975",42334954
"TJK","1975",3390935
"TKM","1975",2525361
"TLA","1975",311383650
"TLS","1975",664984
"TMN","1975",145642454
"TON","1975",88348
"TSA","1975",799553306
"TSS","1975",335064879
"TTO","1975",1011490
"TUN","1975",5652476
"TUR","1975",39277211
"TUV","1975",7677
"TZA","1975",15980301
"UGA","1975",10827147
"UKR","1975",48758987
"UMC","1975",1602984436
"URY","1975",2830172
"USA","1975",215973000
"UZB","1975",13892638
"VCT","1975",95611
"VEN","1975",13360987
"VGB","1975",10476
"VIR","1975",94484
"VNM","1975",48729392
"VUT","1975",99872
"WLD","1975",4067740570
"WSM","1975",151387
"XKX","1975",1369000
"YEM","1975",6830692
"ZAF","1975",26212405
"ZMB","1975",4964831
"ZWE","1975",6115370
"ABW","1976",60586
"AFG","1976",12840299
"AGO","1976",7900997
"ALB","1976",2458526
"AND","1976",31777
"ARB","1976",145332378
"ARE","1976",646943
"ARG","1976",26477152
"ARM","1976",2889579
"ASM","1976",30321
"ATG","1976",72285
"AUS","1976",14033000
"AUT","1976",7565525
"AZE","1976",5768724
"BDI","1976",3739659
"BEL","1976",9818227
"BEN","1976",3347173
"BFA","1976",6274037
"BGD","1976",72999136
"BGR","1976",8758599
"BHR","1976",283752
"BHS","1976",192902
"BIH","1976",4025265
"BLR","1976",9411000
"BLZ","1976",135147
"BMU","1976",53200
"BOL","1976",5119833
"BRA","1976",110213082
"BRB","1976",247444
"BRN","1976",168224
"BTN","1976",361455
"BWA","1976",857855
"CAF","1976",2062405
"CAN","1976",23518000
"CEB","1976",103770134
"CHE","1976",6302504
"CHI","1976",126902
"CHL","1976",10601836
"CHN","1976",930685000
"CIV","1976",6922982
"CMR","1976",7669445
"COD","1976",23559071
"COG","1976",1637941
"COL","1976",25323406
"COM","1976",265953
"CPV","1976",273652
"CRI","1976",2151497
"CSS","1976",5260062
"CUB","1976",9544271
"CUW","1976",149399
"CYM","1976",13022
"CYP","1976",657534
"CZE","1976",10125939
"DEU","1976",78336950
"DJI","1976",248556
"DMA","1976",72642
"DNK","1976",5072596
"DOM","1976",5280723
"DZA","1976",17190239
"EAP","1976",1276763438
"EAR","1976",1444719518
"EAS","1976",1466464722
"ECA","1976",340024688
"ECS","1976",772838318
"ECU","1976",7179399
"EGY","1976",40089032
"EMU","1976",297573002
"ERI","1976",2133723
"ESP","1976",36137812
"EST","1976",1439576
"ETH","1976",33146891
"EUU","1976",457001001
"FCS","1976",183363175
"FIN","1976",4725664
"FJI","1976",587520
"FRA","1976",54541493
"FRO","1976",41848
"FSM","1976",64386
"GAB","1976",663770
"GBR","1976",56211968
"GEO","1976",4342400
"GHA","1976",10023472
"GIB","1976",29742
"GIN","1976",4381601
"GMB","1976",536409
"GNB","1976",784156
"GNQ","1976",252194
"GRC","1976",9188150
"GRD","1976",91437
"GRL","1976",49700
"GTM","1976",6599214
"GUM","1976",95385
"GUY","1976",754101
"HIC","1976",897372709
"HKG","1976",4518000
"HND","1976",3251158
"HPC","1976",244394102
"HRV","1976",4530000
"HTI","1976",5238245
"HUN","1976",10598677
"IBD","1976",2691718266
"IBT","1976",3266159743
"IDA","1976",574441477
"IDB","1976",186993690
"IDN","1976",134010690
"IDX","1976",387447787
"IMN","1976",60428
"IND","1976",635771734
"INX","1976",NA
"IRL","1976",3238050
"IRN","1976",33737768
"IRQ","1976",12068168
"ISL","1976",220154
"ISR","1976",3533000
"ITA","1976",55718260
"JAM","1976",2055085
"JOR","1976",2120069
"JPN","1976",112771000
"KAZ","1976",13920105
"KEN","1976",13996704
"KGZ","1976",3358700
"KHM","1976",7402873
"KIR","1976",55977
"KNA","1976",44148
"KOR","1976",35848523
"KWT","1976",1089209
"LAC","1976",313835275
"LAO","1976",3098973
"LBN","1976",2598354
"LBR","1976",1672300
"LBY","1976",2754696
"LCA","1976",111208
"LCN","1976",332247800
"LDC","1976",355653610
"LIC","1976",227669815
"LIE","1976",23926
"LKA","1976",14012817
"LMC","1976",1384711293
"LMY","1976",3243274636
"LSO","1976",1179723
"LTE","1976",1508004795
"LTU","1976",3328664
"LUX","1976",360731
"LVA","1976",2470989
"MAC","1976",239085
"MAF","1976",6530
"MAR","1976",18210754
"MCO","1976",25523
"MDA","1976",3284000
"MDG","1976",7773449
"MDV","1976",140665
"MEA","1976",164407528
"MEX","1976",62623763
"MHL","1976",26552
"MIC","1976",3015604821
"MKD","1976",1825552
"MLI","1976",6596773
"MLT","1976",305774
"MMR","1976",30428034
"MNA","1976",149628962
"MNE","1976",552562
"MNG","1976",1520865
"MNP","1976",15234
"MOZ","1976",10632932
"MRT","1976",1367563
"MUS","1976",906507
"MWI","1976",5454705
"MYS","1976",12468893
"NAC","1976",241606200
"NAM","1976",927503
"NCL","1976",134000
"NER","1976",5334918
"NGA","1976",65226229
"NIC","1976",2884155
"NLD","1976",13774037
"NOR","1976",4026152
"NPL","1976",13621110
"NRU","1976",7156
"NZL","1976",3110500
"OED","1976",952681739
"OMN","1976",927439
"OSS","1976",12553340
"PAK","1976",68813220
"PAN","1976",1791453
"PER","1976",15639901
"PHL","1976",42461193
"PLW","1976",12285
"PNG","1976",2957339
"POL","1976",34356300
"PRE","1976",283715621
"PRI","1976",3043854
"PRK","1976",16554746
"PRT","1976",9355810
"PRY","1976",2861581
"PSE","1976",NA
"PSS","1976",1306937
"PST","1976",885529196
"PYF","1976",134748
"QAT","1976",173836
"ROU","1976",21551634
"RUS","1976",135147000
"RWA","1976",4499509
"SAS","1976",818560436
"SAU","1976",7818613
"SDN","1976",12578407
"SEN","1976",5064674
"SGP","1976",2293300
"SLB","1976",200640
"SLE","1976",3062956
"SLV","1976",4239675
"SMR","1976",19980
"SOM","1976",4289469
"SRB","1976",NA
"SSA","1976",344461837
"SSD","1976",4224529
"SSF","1976",344522341
"SST","1976",19120339
"STP","1976",84885
"SUR","1976",361364
"SVK","1976",4789507
"SVN","1976",1820249
"SWE","1976",8222286
"SWZ","1976",533214
"SXM","1976",NA
"SYC","1976",60504
"SYR","1976",7794662
"TCA","1976",6723
"TCD","1976",4172230
"TEA","1976",1260190656
"TEC","1976",374380988
"TGO","1976",2464455
"THA","1976",43386841
"TJK","1976",3487644
"TKM","1976",2594311
"TLA","1976",318876360
"TLS","1976",654947
"TMN","1976",149628962
"TON","1976",89254
"TSA","1976",818560436
"TSS","1976",344522341
"TTO","1976",1025658
"TUN","1976",5781796
"TUR","1976",40189511
"TUV","1976",7749
"TZA","1976",16493305
"UGA","1976",11139833
"UKR","1976",49036456
"UMC","1976",1630893528
"URY","1976",2841429
"USA","1976",218035000
"UZB","1976",14279120
"VCT","1976",96641
"VEN","1976",13739142
"VGB","1976",10543
"VIR","1976",96166
"VNM","1976",49808071
"VUT","1976",103028
"WLD","1976",4140647345
"WSM","1976",152390
"XKX","1976",1400000
"YEM","1976",7034868
"ZAF","1976",26904349
"ZMB","1976",5139030
"ZWE","1976",6308300
"ABW","1977",60366
"AFG","1977",13067538
"AGO","1977",8130988
"ALB","1977",2513546
"AND","1977",32771
"ARB","1977",150133054
"ARE","1977",748117
"ARG","1977",26878565
"ARM","1977",2944379
"ASM","1977",30689
"ATG","1977",72875
"AUS","1977",14192000
"AUT","1977",7568430
"AZE","1977",5863134
"BDI","1977",3821194
"BEL","1977",9830358
"BEN","1977",3433439
"BFA","1977",6398935
"BGD","1977",74925896
"BGR","1977",8804183
"BHR","1977",303175
"BHS","1977",197111
"BIH","1977",4063191
"BLR","1977",9463000
"BLZ","1977",136989
"BMU","1977",53400
"BOL","1977",5233677
"BRA","1977",112867867
"BRB","1977",248784
"BRN","1977",174773
"BTN","1977",373324
"BWA","1977",891926
"CAF","1977",2110457
"CAN","1977",23796000
"CEB","1977",104589313
"CHE","1977",6281174
"CHI","1977",127183
"CHL","1977",10766419
"CHN","1977",943455000
"CIV","1977",7248828
"CMR","1977",7890969
"COD","1977",24247550
"COG","1977",1686524
"COL","1977",25905127
"COM","1977",275900
"CPV","1977",275767
"CRI","1977",2207725
"CSS","1977",5317542
"CUB","1977",9634680
"CUW","1977",149459
"CYM","1977",13841
"CYP","1977",665528
"CZE","1977",10186755
"DEU","1977",78159814
"DJI","1977",277479
"DMA","1977",73411
"DNK","1977",5088419
"DOM","1977",5411865
"DZA","1977",17690184
"EAP","1977",1297394584
"EAR","1977",1480010065
"EAS","1977",1489361664
"ECA","1977",343646223
"ECS","1977",778094845
"ECU","1977",7374234
"EGY","1977",41026477
"EMU","1977",298738608
"ERI","1977",2193068
"ESP","1977",36511638
"EST","1977",1450211
"ETH","1977",33622390
"EUU","1977",458888174
"FCS","1977",188827291
"FIN","1977",4738902
"FJI","1977",598259
"FRA","1977",54764462
"FRO","1977",42275
"FSM","1977",66105
"GAB","1977",678774
"GBR","1977",56193492
"GEO","1977",4372100
"GHA","1977",10189890
"GIB","1977",29902
"GIN","1977",4398484
"GMB","1977",551817
"GNB","1977",786754
"GNQ","1977",246677
"GRC","1977",9308479
"GRD","1977",90184
"GRL","1977",49400
"GTM","1977",6765516
"GUM","1977",97477
"GUY","1977",762424
"HIC","1977",904741849
"HKG","1977",4583700
"HND","1977",3352835
"HPC","1977",250981876
"HRV","1977",4532000
"HTI","1977",5341419
"HUN","1977",10648031
"IBD","1977",2741668830
"IBT","1977",3331644565
"IDA","1977",589975735
"IDB","1977",192650981
"IDN","1977",137322118
"IDX","1977",397324754
"IMN","1977",61443
"IND","1977",650485030
"INX","1977",NA
"IRL","1977",3282200
"IRN","1977",34810723
"IRQ","1977",12460914
"ISL","1977",221799
"ISR","1977",3613000
"ITA","1977",55955411
"JAM","1977",2080538
"JOR","1977",2176135
"JPN","1977",113863000
"KAZ","1977",14070681
"KEN","1977",14528293
"KGZ","1977",3423900
"KHM","1977",7194279
"KIR","1977",56810
"KNA","1977",43942
"KOR","1977",36411795
"KWT","1977",1157033
"LAC","1977",321300608
"LAO","1977",3135842
"LBN","1977",2606221
"LBR","1977",1720489
"LBY","1977",2865637
"LCA","1977",112831
"LCN","1977",339956419
"LDC","1977",364581154
"LIC","1977",233352815
"LIE","1977",24440
"LKA","1977",14273272
"LMC","1977",1417861934
"LMY","1977",3308563349
"LSO","1977",1210799
"LTE","1977",1530338921
"LTU","1977",3355036
"LUX","1977",361358
"LVA","1977",2485073
"MAC","1977",236695
"MAF","1977",6778
"MAR","1977",18636977
"MCO","1977",25809
"MDA","1977",3312000
"MDG","1977",7998164
"MDV","1977",144736
"MEA","1977",169318424
"MEX","1977",64345884
"MHL","1977",27470
"MIC","1977",3075210534
"MKD","1977",1851069
"MLI","1977",6712401
"MLT","1977",306970
"MMR","1977",31144324
"MNA","1977",153798274
"MNE","1977",557576
"MNG","1977",1562209
"MNP","1977",15251
"MOZ","1977",10936936
"MRT","1977",1407436
"MUS","1977",921379
"MWI","1977",5627533
"MYS","1977",12790546
"NAC","1977",244088400
"NAM","1977",949193
"NCL","1977",136000
"NER","1977",5490921
"NGA","1977",67215805
"NIC","1977",2973806
"NLD","1977",13856185
"NOR","1977",4043205
"NPL","1977",13926260
"NRU","1977",7235
"NZL","1977",3120200
"OED","1977",961470085
"OMN","1977",977808
"OSS","1977",12802730
"PAK","1977",70946231
"PAN","1977",1837890
"PER","1977",16061323
"PHL","1977",43650333
"PLW","1977",12225
"PNG","1977",3039660
"POL","1977",34689050
"PRE","1977",292321446
"PRI","1977",3088690
"PRK","1977",16796578
"PRT","1977",9455675
"PRY","1977",2935375
"PSE","1977",NA
"PSS","1977",1333621
"PST","1977",891585019
"PYF","1977",138864
"QAT","1977",182443
"ROU","1977",21756096
"RUS","1977",136100000
"RWA","1977",4647615
"SAS","1977",838142287
"SAU","1977",8231604
"SDN","1977",13034625
"SEN","1977",5189539
"SGP","1977",2325300
"SLB","1977",207937
"SLE","1977",3134800
"SLV","1977",4329964
"SMR","1977",20296
"SOM","1977",4827362
"SRB","1977",NA
"SSA","1977",354281373
"SSD","1977",4332287
"SSF","1977",354343159
"SST","1977",19453893
"STP","1977",87434
"SUR","1977",361043
"SVK","1977",4840501
"SVN","1977",1842377
"SWE","1977",8251540
"SWZ","1977",550118
"SXM","1977",NA
"SYC","1977",61786
"SYR","1977",8060649
"TCA","1977",6886
"TCD","1977",4253989
"TEA","1977",1280579542
"TEC","1977",378335273
"TGO","1977",2518566
"THA","1977",44416010
"TJK","1977",3586499
"TKM","1977",2664257
"TLA","1977",326446030
"TLS","1977",636096
"TMN","1977",153798274
"TON","1977",90295
"TSA","1977",838142287
"TSS","1977",354343159
"TTO","1977",1039761
"TUN","1977",5915006
"TUR","1977",41108248
"TUV","1977",7816
"TZA","1977",17017670
"UGA","1977",11470867
"UKR","1977",49290905
"UMC","1977",1657348600
"URY","1977",2857105
"USA","1977",220239000
"UZB","1977",14681459
"VCT","1977",97649
"VEN","1977",14127787
"VGB","1977",10591
"VIR","1977",93203
"VNM","1977",50899504
"VUT","1977",106222
"WLD","1977",4213305198
"WSM","1977",153247
"XKX","1977",1430000
"YEM","1977",7271872
"ZAF","1977",27597297
"ZMB","1977",5317631
"ZWE","1977",6501893
"ABW","1978",60103
"AFG","1978",13237734
"AGO","1978",8376147
"ALB","1978",2566266
"AND","1978",33737
"ARB","1978",155183724
"ARE","1978",852262
"ARG","1978",27277741
"ARM","1978",2997411
"ASM","1978",31102
"ATG","1978",73324
"AUS","1978",14358000
"AUT","1978",7562305
"AZE","1978",5957929
"BDI","1978",3913768
"BEL","1978",9839534
"BEN","1978",3523938
"BFA","1978",6530819
"BGD","1978",77033846
"BGR","1978",8814032
"BHR","1978",323473
"BHS","1978",201513
"BIH","1978",4100350
"BLR","1978",9525000
"BLZ","1978",138965
"BMU","1978",53600
"BOL","1978",5350322
"BRA","1978",115577669
"BRB","1978",250032
"BRN","1978",181257
"BTN","1978",385384
"BWA","1978",927585
"CAF","1978",2162249
"CAN","1978",24036000
"CEB","1978",105304312
"CHE","1978",6281738
"CHI","1978",127390
"CHL","1978",10930783
"CHN","1978",956165000
"CIV","1978",7585914
"CMR","1978",8122529
"COD","1978",24954655
"COG","1978",1736099
"COL","1978",26502166
"COM","1978",286634
"CPV","1978",278739
"CRI","1978",2266154
"CSS","1978",5375393
"CUB","1978",9711392
"CUW","1978",148341
"CYM","1978",14661
"CYP","1978",673251
"CZE","1978",10242098
"DEU","1978",78091820
"DJI","1978",308008
"DMA","1978",74242
"DNK","1978",5104248
"DOM","1978",5543517
"DZA","1978",18212326
"EAP","1978",1317994416
"EAR","1978",1516215799
"EAS","1978",1512159743
"ECA","1978",347250227
"ECS","1978",783298994
"ECU","1978",7571959
"EGY","1978",42004655
"EMU","1978",299908948
"ERI","1978",2254450
"ESP","1978",36864898
"EST","1978",1460188
"ETH","1978",34068316
"EUU","1978",460699315
"FCS","1978",194446551
"FIN","1978",4752528
"FJI","1978",609345
"FRA","1978",54947975
"FRO","1978",42693
"FSM","1978",68222
"GAB","1978",694732
"GBR","1978",56196504
"GEO","1978",4397700
"GHA","1978",10354499
"GIB","1978",30049
"GIN","1978",4421134
"GMB","1978",567831
"GNB","1978",788495
"GNQ","1978",244485
"GRC","1978",9429959
"GRD","1978",89073
"GRL","1978",49200
"GTM","1978",6933906
"GUM","1978",99630
"GUY","1978",770125
"HIC","1978",912161737
"HKG","1978",4667500
"HND","1978",3458104
"HPC","1978",257725573
"HRV","1978",4556000
"HTI","1978",5450549
"HUN","1978",10684822
"IBD","1978",2792125961
"IBT","1978",3398253258
"IDA","1978",606127297
"IDB","1978",198566333
"IDN","1978",140665856
"IDX","1978",407560964
"IMN","1978",62406
"IND","1978",665502284
"INX","1978",NA
"IRL","1978",3329100
"IRN","1978",35972652
"IRQ","1978",12859094
"ISL","1978",223537
"ISR","1978",3690000
"ITA","1978",56155143
"JAM","1978",2105664
"JOR","1978",2234594
"JPN","1978",114898000
"KAZ","1978",14215111
"KEN","1978",15082994
"KGZ","1978",3487100
"KHM","1978",6955566
"KIR","1978",57662
"KNA","1978",43703
"KOR","1978",36969185
"KWT","1978",1227601
"LAC","1978",328832663
"LAO","1978",3168843
"LBN","1978",2604865
"LBR","1978",1771256
"LBY","1978",2979093
"LCA","1978",114546
"LCN","1978",347735305
"LDC","1978",373854416
"LIC","1978",239138889
"LIE","1978",24962
"LKA","1978",14533376
"LMC","1978",1451953608
"LMY","1978",3374993940
"LSO","1978",1243352
"LTE","1978",1552623958
"LTU","1978",3379514
"LUX","1978",362007
"LVA","1978",2497921
"MAC","1978",235198
"MAF","1978",7035
"MAR","1978",19081718
"MCO","1978",26087
"MDA","1978",3339000
"MDG","1978",8230218
"MDV","1978",148892
"MEA","1978",174493349
"MEX","1978",66039488
"MHL","1978",28405
"MIC","1978",3135855051
"MKD","1978",1877688
"MLI","1978",6831295
"MLT","1978",310182
"MMR","1978",31872230
"MNA","1978",158185098
"MNE","1978",562065
"MNG","1978",1603906
"MNP","1978",15372
"MOZ","1978",11248046
"MRT","1978",1448414
"MUS","1978",933499
"MWI","1978",5806845
"MYS","1978",13123069
"NAC","1978",246674600
"NAM","1978",970258
"NCL","1978",137500
"NER","1978",5652355
"NGA","1978",69293550
"NIC","1978",3065117
"NLD","1978",13941700
"NOR","1978",4058671
"NPL","1978",14241403
"NRU","1978",7311
"NZL","1978",3121200
"OED","1978",970246409
"OMN","1978",1032800
"OSS","1978",13058255
"PAK","1978",73194937
"PAN","1978",1884515
"PER","1978",16491083
"PHL","1978",44866273
"PLW","1978",12153
"PNG","1978",3125034
"POL","1978",34965600
"PRE","1978",301230680
"PRI","1978",3129421
"PRK","1978",17015983
"PRT","1978",9558250
"PRY","1978",3012829
"PSE","1978",NA
"PSS","1978",1361133
"PST","1978",897682739
"PYF","1978",143032
"QAT","1978",192093
"ROU","1978",21951464
"RUS","1978",137060000
"RWA","1978",4803725
"SAS","1978",858277856
"SAU","1978",8679840
"SDN","1978",13510421
"SEN","1978",5315265
"SGP","1978",2353600
"SLB","1978",215347
"SLE","1978",3209263
"SLV","1978",4417516
"SMR","1978",20660
"SOM","1978",5417740
"SRB","1978",NA
"SSA","1978",364453680
"SSD","1978",4445826
"SSF","1978",364515830
"SST","1978",19794781
"STP","1978",90089
"SUR","1978",361457
"SVK","1978",4890125
"SVN","1978",1862548
"SWE","1978",8275599
"SWZ","1978",567559
"SXM","1978",NA
"SYC","1978",62150
"SYR","1978",8336418
"TCA","1978",7053
"TCD","1978",4335645
"TEA","1978",1300959484
"TEC","1978",382215827
"TGO","1978",2576469
"THA","1978",45423436
"TJK","1978",3688385
"TKM","1978",2734896
"TLA","1978",334099163
"TLS","1978",613857
"TMN","1978",158185098
"TON","1978",91364
"TSA","1978",858277856
"TSS","1978",364515830
"TTO","1978",1054116
"TUN","1978",6054911
"TUR","1978",42039935
"TUV","1978",7888
"TZA","1978",17555494
"UGA","1978",11818307
"UKR","1978",49526883
"UMC","1978",1683901443
"URY","1978",2875966
"USA","1978",222585000
"UZB","1978",15096012
"VCT","1978",98633
"VEN","1978",14525931
"VGB","1978",10662
"VIR","1978",95929
"VNM","1978",52015281
"VUT","1978",109429
"WLD","1978",4287155677
"WSM","1978",154007
"XKX","1978",1460000
"YEM","1978",7536764
"ZAF","1978",28298150
"ZMB","1978",5501445
"ZWE","1978",6703182
"ABW","1979",59980
"AFG","1979",13306695
"AGO","1979",8641521
"ALB","1979",2617832
"AND","1979",34818
"ARB","1979",160392488
"ARE","1979",952040
"ARG","1979",27684534
"ARM","1979",3049105
"ASM","1979",31673
"ATG","1979",73528
"AUS","1979",14514000
"AUT","1979",7549425
"AZE","1979",6053645
"BDI","1979",4013310
"BEL","1979",9848382
"BEN","1979",3618526
"BFA","1979",6671656
"BGD","1979",79236776
"BGR","1979",8825940
"BHR","1979",342798
"BHS","1979",206032
"BIH","1979",4138819
"BLR","1979",9584000
"BLZ","1979",141305
"BMU","1979",53800
"BOL","1979",5469123
"BRA","1979",118342626
"BRB","1979",251177
"BRN","1979",187656
"BTN","1979",397390
"BWA","1979",964166
"CAF","1979",2218575
"CAN","1979",24277000
"CEB","1979",105924838
"CHE","1979",6294365
"CHI","1979",127692
"CHL","1979",11096868
"CHN","1979",969005000
"CIV","1979",7934279
"CMR","1979",8364835
"COD","1979",25661884
"COG","1979",1787129
"COL","1979",27113512
"COM","1979",297447
"CPV","1979",282415
"CRI","1979",2326704
"CSS","1979",5435143
"CUB","1979",9777290
"CUW","1979",147851
"CYM","1979",15444
"CYP","1979",680011
"CZE","1979",10292341
"DEU","1979",78126350
"DJI","1979",336085
"DMA","1979",74925
"DNK","1979",5116801
"DOM","1979",5675931
"DZA","1979",18760761
"EAP","1979",1338905400
"EAR","1979",1553703893
"EAS","1979",1535391297
"ECA","1979",350823401
"ECS","1979",788525199
"ECU","1979",7772653
"EGY","1979",43027816
"EMU","1979",301099972
"ERI","1979",2318495
"ESP","1979",37191330
"EST","1979",1468333
"ETH","1979",34590226
"EUU","1979",462488540
"FCS","1979",200065012
"FIN","1979",4764690
"FJI","1979",621538
"FRA","1979",55130594
"FRO","1979",43101
"FSM","1979",70550
"GAB","1979",711533
"GBR","1979",56246951
"GEO","1979",4430200
"GHA","1979",10550777
"GIB","1979",30177
"GIN","1979",4457078
"GMB","1979",585157
"GNB","1979",792462
"GNQ","1979",247078
"GRC","1979",9548258
"GRD","1979",88568
"GRL","1979",49600
"GTM","1979",7106145
"GUM","1979",101844
"GUY","1979",776254
"HIC","1979",919956023
"HKG","1979",4929700
"HND","1979",3566665
"HPC","1979",264602415
"HRV","1979",4571000
"HTI","1979",5566266
"HUN","1979",10704152
